Compressor Roll Force,Punch Stiffness,Pre-compressor Roll Force,Tab Cylinder High (main),Tab Fill Depth,Magnesium Citrate Quality,Particle Size Retention,Potency Concentration,Output
16.94999981,46,2.350000024,0.715000004,8.815000057,99.8,2.5,99.58,good
17.14999962,51,2.5,0.685000002,8.940000057,99.8,2.5,99.595,good
17.14999962,53.5,2.400000095,0.715000004,8.830000401,99.8,2.5,99.595,good
17.04999924,50.5,2.450000048,0.724999994,8.845000267,99.8,2.5,99.595,good
17.19999981,50,2.5,0.724999994,8.925000191,99.8,2.5,99.595,good
17.19999981,67,2.450000048,0.724999994,8.875,99.8,2.5,99.595,good
15.5,64,2.549999952,0.745000005,8.674999714,99.8,2.5,99.61,good
16.19999981,57,2.400000095,0.729999989,8.754999638,99.8,2.5,99.61,good
17.30000019,59.5,2.450000048,0.719999999,8.71999979,99.8,2.5,99.61,good
17.34999943,59.5,2.549999952,0.74000001,8.75,99.8,2.5,99.61,good
17.55000019,62.5,2.450000048,0.719999999,8.75,99.8,2.5,99.61,good
15.75,56,2.399999976,0.74000001,8.549999714,99.8,2.5,99.61,good
15.75,56,2.399999976,0.74000001,8.549999714,99.8,2.5,99.61,good
15.60000038,40.5,2.300000072,0.719999999,8.630000114,99.8,2.5,99.61,good
16.5,48,2.350000024,0.719999999,8.714999676,99.8,2.5,99.61,good
16.65000057,49,2.350000024,0.719999999,8.664999962,99.8,2.5,99.61,good
17.34999943,57,2.450000048,0.719999999,8.659999847,99.8,2.5,99.61,good
17.75,59,2.400000095,0.719999999,8.605000019,99.8,2.5,99.61,good
18.75,68.5,2.350000024,0.669999987,9.320000172,100.1,1.9,99.8,good
19.80000019,74,2.850000024,0.690000027,9.460000038,100.1,1.9,99.8,good
19.64999962,65.5,2.75,0.690000027,9.480000019,100.1,1.9,99.8,good
19.35000038,63.5,2.599999905,0.690000027,9.449999809,100.1,1.9,99.8,good
16.69999981,59.5,2.600000024,0.700000018,9.300000191,100.1,1.9,99.8,good
16.69999981,59.5,2.600000024,0.700000018,9.300000191,100.1,1.9,99.8,good
17,70,2.799999952,0.694999993,9.300000191,100,1.85,99.755,good
17.05000019,65,2.75,0.710000008,9.199999809,99.9,1.8,99.71,good
17.05000019,65,2.75,0.710000008,9.199999809,99.9,1.8,99.71,good
17.94999981,68,2.799999952,0.700000018,9.115000248,99.9,1.8,99.71,good
16.80000019,77.5,2.75,0.705000013,9.164999962,99.9,1.8,99.71,good
17.64999962,68,2.700000048,0.705000013,9.204999924,99.9,1.8,99.71,good
16.55000019,76,2.799999952,0.715000004,9.255000114,99.7,2,99.51,good
17.75,61.5,2.600000024,0.715000004,8.824999809,99.8,1.2,99.61,good
18.40000057,59,2.850000024,0.724999994,8.650000095,99.8,1.2,99.61,good
18.39999962,59,2.75,0.735000014,8.579999924,99.8,1.2,99.61,good
18.94999981,70,3.149999976,0.764999986,8.934999943,99.8,1.2,99.61,good
19.30000019,55,2.850000024,0.735000014,8.644999981,99.8,1.2,99.61,good
19.54999924,59,2.850000024,0.735000014,8.619999886,99.8,1.2,99.61,good
19.19999981,63.5,2.800000072,0.754999995,8.679999828,99.8,1.2,99.61,good
15.45000029,98,2.75,0.745000005,8.335000038,99.55,2.5,99.35,good
18.29999924,76,2.599999905,0.690000027,8.365000248,99.55,2.5,99.35,good
18.95000076,79,2.599999905,0.695000023,8.369999886,99.55,2.5,99.35,good
18.5,77.5,2.799999952,0.700000018,8.480000019,99.55,2.5,99.35,good
18.34999943,67,2.649999976,0.705000013,8.380000114,99.55,2.5,99.35,good
18.90000057,88,2.5,0.655000001,8.290000439,99.3,3.8,99.09,good
18.65000057,80.5,2.5,0.655000001,8.275000095,99.3,3.8,99.09,good
19.14999962,113,2.649999976,0.669999987,8.360000134,99.3,3.8,99.09,good
18.5,52,2.450000048,0.689999998,8.279999733,99.3,3.8,99.09,good
18.55000019,75.5,2.5,0.650000006,8.414999962,99.3,3.8,99.09,good
17.89999962,78,2.450000048,0.610000014,8.139999866,99.35,2.5,99.145,good
17.79999924,99.5,2.350000024,0.590000004,8.319999695,99.35,2.5,99.145,good
19,104,2.350000024,0.594999999,8.230000019,99.35,2.5,99.145,good
18.89999962,101,2.350000024,0.594999999,8.255000114,99.35,2.5,99.145,good
19.55000019,90.5,2.25,0.594999999,8.165000439,99.35,2.5,99.145,good
19.65000057,90,2.25,0.61500001,8.269999981,99.35,2.5,99.145,good
18.65000057,61.5,2.450000048,0.61500001,8.210000038,99.4,1.2,99.2,good
19,70,2.549999952,0.629999995,8.264999866,99.4,1.2,99.2,good
19.55000019,56,2.599999905,0.639999986,8.265000343,99.4,1.2,99.2,good
19.44999981,60,2.699999928,0.659999996,8.315000057,99.4,1.2,99.2,good
19.39999962,51.5,2.5,0.650000006,8.279999733,99.4,1.2,99.2,good
18.35000038,96.5,2.350000024,0.620000005,8.350000381,99.4,2.4,99.21,good
19.75,106.5,2.449999928,0.620000005,8.379999638,99.4,2.4,99.21,good
19.5,101.5,2.699999928,0.659999996,8.585000038,99.4,2.4,99.21,good
18.35000038,97.5,2.449999928,0.690000027,8.360000134,99.4,2.4,99.21,good
17.30000019,82.5,1.049999982,0.705000013,8.400000095,99.4,2.4,99.21,good
16.9000001,79,2.449999928,0.690000027,8.545000076,99.6,1.4,99.39,good
17.10000038,89.5,2.449999928,0.669999987,8.370000362,99.6,1.4,99.39,good
18.14999962,68,2.549999952,0.700000018,8.365000248,99.6,1.4,99.39,good
18.25,99.5,2.600000024,0.690000027,8.375,99.6,1.4,99.39,good
18.40000057,99.5,2.549999952,0.690000027,8.329999924,99.6,1.4,99.39,good
17.25,79.5,2.399999976,0.63499999,8.525000095,99.4,1.5,99.2,good
18.34999943,93.5,2.399999976,0.620000005,8.545000076,99.4,1.5,99.2,good
19.14999962,100,2.399999976,0.620000005,8.514999866,99.4,1.5,99.2,good
18.75,87.5,2.450000048,0.645000011,8.470000267,99.4,1.5,99.2,good
19.14999962,90.5,2.5,0.659999996,8.554999828,99.4,1.5,99.2,good
19.19999981,89,2.5,0.659999996,8.510000229,99.4,1.5,99.2,good
16.65000057,101,2.5,0.680000007,9.025000095,99.6,1.7,99.39,good
16.80000019,58,2.5,0.659999996,8.985000134,99.6,1.7,99.39,good
16.65000057,81,2.350000024,0.659999996,8.960000038,99.6,1.7,99.39,good
16.75,93.5,2.350000024,0.659999996,8.769999981,99.6,1.7,99.39,good
17.14999962,86.5,1.900000036,0.680000007,9.014999866,99.6,1.7,99.39,good
17.69999981,83,2.399999976,0.640000015,9,99.6,1.7,99.39,good
18.29999924,83,2.5,0.650000006,8.954999924,99.6,1.7,99.39,good
18.44999981,84,2.600000024,0.679999977,8.940000057,99.6,1.7,99.39,good
18.25,57.5,2.5,0.700000018,8.995000362,99.6,1.7,99.39,good
14.80000019,55,2.600000024,0.710000008,9.199999809,100,1.8,99.77,good
16.90000057,90.5,1.5,0.620000005,9.324999809,100,1.8,99.77,good
15.79999971,89,2.450000048,0.685000002,9.380000114,100.1,2.35,99.765,good
16.05000019,85.5,2.400000095,0.745000005,9.380000114,100.1,2.35,99.765,good
18.14999962,94,2.700000048,2.11499998,9.050000191,100.2,2,99.77,good
16.65000057,91,2.450000048,0.629999995,9.234999657,100.2,1.1,99.78,good
17.25,108,2.600000024,0.675000012,9.144999981,100.2,1.1,99.78,good
16.75,80.5,2.25,0.650000006,9.255000114,99.3,1.7,99.06,good
16,88.5,1.699999988,0.689999998,9.339999676,99.55,2.55,99.32,good
16.05000019,82,1.650000036,0.680000007,9.385000229,99.55,2.55,99.32,good
17.19999981,84.5,1.75,0.670000017,9.460000038,99.55,2.55,99.32,good
18.15000057,86.5,1.799999952,0.680000007,9.474999905,99.55,2.55,99.32,good
16.90000057,52.5,1.699999988,0.675000012,9.339999676,99.8,3.4,99.58,good
15.5,79,2.350000024,0.685000002,9.414999962,99.8,3.4,99.58,good
16.09999943,66,1.649999976,0.639999986,8.849999905,99.4,3.5,99.18,good
16.05000019,70,1.550000012,0.620000005,8.855000019,99.4,3.5,99.18,good
17.5,124,1.650000036,0.649999976,8.879999638,99.4,3.5,99.18,good
18.5,89,1.650000036,0.659999996,8.914999962,99.4,3.5,99.18,good
18.84999943,95.5,1.650000036,0.670000017,8.960000038,99.4,3.5,99.18,good
15.6500001,82.5,1.949999988,0.675000012,9.364999771,99,3.6,98.78,good
17.10000038,85.5,1.949999988,0.665000021,9.364999771,99,3.6,98.78,good
17.05000019,97.5,2.099999905,0.685000002,9.46999979,99,3.6,98.78,good
17.30000019,149,2.149999976,0.710000008,9.434999943,99,3.6,98.78,good
16.5,87,2.25,0.699999988,9.625,99,3.6,98.78,good
18.19999981,97.5,2.25,0.710000008,9.680000305,99,3.6,98.78,good
16,83,2.200000048,0.680000007,9.300000191,98.9,3.5,98.675,good
15.79999971,78,1.99999994,0.644999981,9.289999962,98.9,3.5,98.675,good
18.19999981,84.5,2.100000024,0.61500001,9.264999866,98.9,3.5,98.675,good
18.65000057,56,2.049999952,0.640000015,9.34499979,98.9,3.5,98.675,good
17.15000057,77,2.100000024,0.63499999,9.239999771,98.8,3.4,98.57,good
17.40000057,78.5,2.149999976,0.639999986,9.235000134,98.8,3.4,98.57,good
18.29999924,81.5,2.200000048,0.639999986,9.199999809,98.8,3.4,98.57,good
18.70000076,105,2.300000072,0.63499999,9.175000191,98.8,3.4,98.57,good
18.75,100.5,2.25,0.63499999,9.150000095,98.8,3.4,98.57,good
16.00000048,91.5,2.25,0.670000017,9.335000038,98.8,3.4,98.57,good
16.00000048,91.5,2.25,0.670000017,9.335000038,98.8,3.4,98.57,good
17.04999924,83,2.149999976,0.644999981,9.409999847,98.8,3.4,98.57,good
18.40000057,93,2.25,0.644999981,9.475000381,98.8,3.4,98.57,good
16.39999962,76,2.25,0.699999988,9.315000057,99,2.6,98.78,good
16.25000048,95,2.200000048,0.680000007,9.330000401,99,2.6,98.78,good
16.35000038,87,2.149999976,0.675000012,9.309999943,99,2.6,98.78,good
17.19999981,89.5,2.25,0.675000012,9.324999809,99,2.6,98.78,good
17.69999981,93,2.299999952,0.675000012,9.345000267,99,2.6,98.78,good
17.90000057,94,2.25,0.689999998,9.31000042,99,2.6,98.78,good
16.34999943,93,2.149999976,0.660000026,9.364999771,99.2,1.8,98.99,good
16.89999962,82,2.099999905,0.665000021,9.384999752,99.2,1.8,98.99,good
17.89999962,93,2.299999952,0.644999981,9.489999771,99.2,1.8,98.99,good
18.35000038,94.5,2.350000024,0.644999981,9.454999924,99.2,1.8,98.99,good
16.90000057,89.5,2.149999976,0.644999981,9.214999676,99.2,1.8,98.99,good
17.19999981,79,2.100000024,0.63499999,9.130000114,99.2,1.8,98.99,good
17.15000057,82,1.149999976,0.675000012,9.25,99.2,1.8,98.99,good
17.40000057,83,2.099999905,0.664999992,9.144999981,99.2,1.8,98.99,good
15.0999999,134.5,2.150000036,0.680000007,8.859999657,99,2,98.78,good
15.55000019,148,2.099999964,0.639999986,8.860000134,99,2,98.78,good
16.29999971,169,1.99999994,0.645000011,8.835000038,99,2,98.78,good
16.5999999,175.5,2.050000012,0.664999992,8.865000248,99,2,98.78,good
16.50000048,169.5,2.050000012,0.664999992,8.859999657,99,2,98.78,good
16.5,190.5,2.149999976,0.705000013,8.804999828,99,2,98.78,good
17.35000038,104.5,2.049999952,0.620000005,8.71999979,99.45,2.55,99.24,good
17.39999962,155,2.200000048,0.63499999,8.740000248,99.45,2.55,99.24,good
14.6500001,127.5,2.649999976,0.675000012,8.775000095,99.9,3.1,99.7,good
14.55000019,126,2.549999952,0.644999981,8.745000362,99.9,3.1,99.7,good
15.60000038,134.5,2.699999928,0.655000001,8.819999695,99.9,3.1,99.7,good
16.75,125,2.899999976,0.664999992,8.869999886,99.9,3.1,99.7,good
16.69999981,122.5,2.850000024,0.670000017,8.860000134,99.9,3.1,99.7,good
16.69999981,114.5,2.699999928,0.670000017,8.815000057,99.9,3.1,99.7,good
15.30000019,132.5,2.700000048,0.689999998,8.775000095,99.7,2.25,99.49,good
15.3499999,132.5,2.700000048,0.680000007,8.775000095,99.7,2.25,99.49,good
16.05000019,130,2.899999976,0.670000017,8.855000019,99.7,2.25,99.49,good
15.5999999,134.5,2.899999976,0.695000023,8.775000095,99.5,1.4,99.28,good
15.6500001,136.5,2.850000024,0.674999982,8.769999981,99.5,1.4,99.28,good
16.19999981,135.5,2.949999928,0.695000023,8.744999886,99.5,1.4,99.28,good
16.55000019,141,2.899999976,0.674999982,8.704999924,99.5,1.4,99.28,good
17.15000057,155,2.949999928,0.674999982,8.690000057,99.5,1.4,99.28,good
14.25,135,2.699999928,0.695000023,8.75,99.5,1.4,99.28,good
14.54999971,137.5,2.75,0.674999982,8.794999599,99.5,1.4,99.28,good
14.55000019,139.5,2.699999928,0.674999982,8.804999828,99.5,1.4,99.28,good
15.19999981,139.5,2.949999928,0.719999999,8.869999886,99.5,1.4,99.28,good
15.94999981,137,2.949999928,0.699999988,8.930000305,99.5,1.4,99.28,good
16.1500001,138,3,0.699999988,8.889999866,99.5,1.4,99.28,good
16.05000019,136.5,2.899999976,0.699999988,8.849999905,99.5,1.4,99.28,good
15.20000029,138,2.899999976,0.704999983,8.760000229,99.3,4.2,99.1,good
15.35000038,147.5,2.850000024,0.685000002,8.815000057,99.3,4.2,99.1,good
15.3499999,127.5,2.75,0.675000012,8.775000095,99.3,4.2,99.1,good
17.14999962,136.5,2.949999928,0.675000012,8.789999962,99.3,4.2,99.1,good
17.37500048,134,2.949999928,0.685000002,8.74000001,99.3,4.2,99.1,good
16.25,126.5,2.899999976,0.694999993,8.760000229,99.3,4.2,99.1,good
16.25,84.5,2.899999976,0.694999993,8.760000229,99.3,4.2,99.1,good
15.79999971,132,2.850000024,0.675000012,8.789999962,99.3,4.2,99.1,good
16.70000029,132,2.899999976,0.694999993,8.704999924,99.3,4.2,99.1,good
16.4000001,129.5,2.949999928,0.704999983,8.75,99.4,2.75,99.19,good
16.9000001,140.5,3.199999928,0.725000024,8.78000021,99.4,2.75,99.19,good
16.75000048,138.5,3.149999976,0.719999999,8.739999771,99.4,2.75,99.19,good
16.49999952,114.5,2.25,0.715000004,8.994999886,99.5,1.3,99.28,good
15.75,119.5,2.299999952,0.694999993,8.950000286,99.5,1.3,99.28,good
16.44999981,137,2.549999952,0.715000004,8.875,99.5,1.3,99.28,good
16.69999981,131.5,2.600000024,0.715000004,8.919999599,99.5,1.3,99.28,good
17.05000019,111.5,2.25,0.605000019,8.744999886,99.5,1.3,99.28,good
17.89999962,148.5,2.25,0.629999995,8.714999676,99.5,1.3,99.28,good
16.95000029,101,2.299999952,0.680000007,8.849999905,99.35,2.4,99.125,good
16.95000029,101,2.299999952,0.680000007,8.805000305,99.35,2.4,99.125,good
17.10000038,128.5,2.299999952,0.694999993,8.779999733,99.35,2.4,99.125,good
14.90000057,101.5,2.049999952,0.720000029,8.965000153,99.2,3.5,98.97,good
15.5999999,123.5,2.149999976,0.675000012,8.910000324,99.2,3.5,98.97,good
16.70000029,102.5,2.299999952,0.670000017,8.955000401,99.2,3.5,98.97,good
16.30000019,108,2.200000048,0.694999993,8.960000038,99.2,3.5,98.97,good
15.44999981,106.5,2.049999952,0.689999998,9.050000191,99.2,3.5,98.97,good
15.30000019,104.5,2.099999964,0.660000026,9.010000229,99.2,3.5,98.97,good
15.70000029,92,2.099999964,0.660000026,8.885000229,99.2,3.5,98.97,good
17.05000019,107.5,2.25,0.680000007,9.184999943,99.2,3.5,98.97,good
16.94999981,99,2.149999976,0.660000026,9.045000076,99.2,3.5,98.97,good
15.5999999,59,2.099999964,0.665000021,8.775000095,99.1,3,98.88,good
15.64999962,77.5,2.200000048,0.644999981,9,99.1,3,98.88,good
15.9000001,83,2.200000048,0.665000021,9.045000076,99.1,3,98.88,good
17.05000019,91.5,2.099999905,0.63499999,8.914999962,99.1,3,98.88,good
17.25,82,2.149999976,0.644999981,9.065000057,99.1,3,98.88,good
16.30000019,88,2.149999976,0.670000017,9,99.1,3,98.88,good
17.30000019,81,2.100000024,2.155000031,8.819999695,99.1,3,98.88,good
15.9000001,75.5,1.899999976,0.675000012,9,99,2.5,98.79,good
17.64999962,92,2.100000024,0.625,9.15500021,99,2.5,98.79,good
18.10000038,81,2.199999928,0.63499999,9.105000019,99,2.5,98.79,good
18.34999943,88.5,2.299999952,0.645000011,9.200000286,99,2.5,98.79,good
18.09999943,95,2.199999928,0.664999992,9.184999943,99,2.5,98.79,good
